Class Name,Instance Side Definition,Class Side Definition
FFITypeArray,"FFIExternalArray subclass: #FFITypeArray 	instanceVariableNames: '' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'UnifiedFFI-Types'","FFITypeArray class 	instanceVariableNames: 'type numberOfElements'"
GTPlayPageCachePersistence,"GTPlayPageFilePersistence subclass: #GTPlayPageCachePersistence 	instanceVariableNames: '' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'GT-Playground'","GTPlayPageCachePersistence class 	instanceVariableNames: ''"
FreeTypeExternalMemory,"FT2Handle subclass: #FreeTypeExternalMemory 	instanceVariableNames: 'bytes' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'FreeType-Base'","FreeTypeExternalMemory class 	instanceVariableNames: ''"
QuotedPrintableMimeConverter,"MimeConverter subclass: #QuotedPrintableMimeConverter 	instanceVariableNames: 'newline' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'Network-MIME'","QuotedPrintableMimeConverter class 	instanceVariableNames: ''"
DisplayMedium,"DisplayObject subclass: #DisplayMedium 	instanceVariableNames: '' 	classVariableNames: 'HighLightBitmaps' 	poolDictionaries: '' 	category: 'Graphics-Display Objects'","DisplayMedium class 	instanceVariableNames: ''"
GLMPopupBrickLayout,"Object subclass: #GLMPopupBrickLayout 	instanceVariableNames: '' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'Glamour-Morphic-Brick-Widgets-UI-Popup'","GLMPopupBrickLayout class 	instanceVariableNames: ''"
MethodFromTraitAction,"AbstractMethodIconAction subclass: #MethodFromTraitAction 	instanceVariableNames: '' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'Nautilus-Widgets'","MethodFromTraitAction class 	instanceVariableNames: ''"
GLMMorphBrick,"GLMBrick subclass: #GLMMorphBrick 	instanceVariableNames: 'morph resizing isLayouting vResizing hResizing' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'Glamour-Morphic-Brick-Morphic'","GLMMorphBrick class 	instanceVariableNames: ''"
FFIExternalUnion,"FFIExternalStructure subclass: #FFIExternalUnion 	instanceVariableNames: '' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'UnifiedFFI-Objects'","FFIExternalUnion class 	instanceVariableNames: ''"
NetNameResolver,"Object subclass: #NetNameResolver 	instanceVariableNames: '' 	classVariableNames: 'DefaultHostName HaveNetwork ResolverBusy ResolverError ResolverMutex ResolverReady ResolverSemaphore ResolverUninitialized' 	poolDictionaries: '' 	category: 'Network-Kernel'","NetNameResolver class 	instanceVariableNames: ''"
FFI_x86_64_Windows,"FFI_x86_64 subclass: #FFI_x86_64_Windows 	instanceVariableNames: '' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'UnifiedFFI'","FFI_x86_64_Windows class 	instanceVariableNames: ''"
GLMEvaluateSelection,"Announcement subclass: #GLMEvaluateSelection 	instanceVariableNames: 'action isSyncronous' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'Glamour-Presentations-Announcements'","GLMEvaluateSelection class 	instanceVariableNames: ''"
GLMMorphicPharoMethodRenderer,"GLMMorphicPharoCodeRenderer subclass: #GLMMorphicPharoMethodRenderer 	instanceVariableNames: '' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'Glamour-Morphic-Renderer'","GLMMorphicPharoMethodRenderer class 	instanceVariableNames: ''"
LGitFunctionReturn,"Object subclass: #LGitFunctionReturn 	instanceVariableNames: 'methodSelector value' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'LibGit-Core-FFI-Handling'","LGitFunctionReturn class 	instanceVariableNames: ''"
ClassMultiplePoolUser,"Object subclass: #ClassMultiplePoolUser 	instanceVariableNames: '' 	classVariableNames: '' 	poolDictionaries: 'PoolDefiner PoolDefiner2' 	category: 'Kernel-Tests-Classes'","ClassMultiplePoolUser class 	instanceVariableNames: ''"
GLMBrowserClosed,"Announcement subclass: #GLMBrowserClosed 	instanceVariableNames: '' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'Glamour-Browsers-Announcements'","GLMBrowserClosed class 	instanceVariableNames: ''"
PharoBootstrapAnalyzerStubWithNewDependency,"Object subclass: #PharoBootstrapAnalyzerStubWithNewDependency 	instanceVariableNames: '' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'Kernel-Tests-Rules'","PharoBootstrapAnalyzerStubWithNewDependency class 	instanceVariableNames: ''"
WarpBlt,"BitBlt subclass: #WarpBlt 	instanceVariableNames: 'p1x p1y p1z p2x p2y p2z p3x p3y p3z p4x p4y p4z cellSize sourceRGBmap' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'Graphics-Primitives'","WarpBlt class 	instanceVariableNames: ''"
ReRefactoringCritique,"ReAbstractCritique subclass: #ReRefactoringCritique 	instanceVariableNames: 'refactoring alreadyExecuted' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'Renraku-Critiques'","ReRefactoringCritique class 	instanceVariableNames: ''"
FloatArray,"ArrayedCollection variableWordSubclass: #FloatArray 	instanceVariableNames: '' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'Collections-Native'","FloatArray class 	instanceVariableNames: ''"
VSMakeDevelopmentCommand,"VSMakeVersionCommand subclass: #VSMakeDevelopmentCommand 	instanceVariableNames: '' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'Versionner-Core-Commands'","VSMakeDevelopmentCommand class 	instanceVariableNames: ''"
ManifestToolBase,"PackageManifest subclass: #ManifestToolBase 	instanceVariableNames: '' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'Tool-Base'","ManifestToolBase class 	instanceVariableNames: ''"
RBMethodHasNoTimeStampRule,"RBBlockLintRule subclass: #RBMethodHasNoTimeStampRule 	instanceVariableNames: '' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'Refactoring-Critics-BlockRules'","RBMethodHasNoTimeStampRule class 	instanceVariableNames: ''"
SDL_MouseButtonEvent,"SDL2MappedEvent subclass: #SDL_MouseButtonEvent 	instanceVariableNames: '' 	classVariableNames: 'OFFSET_BUTTON OFFSET_PADDING1 OFFSET_PADDING2 OFFSET_STATE OFFSET_TIMESTAMP OFFSET_TYPE OFFSET_WHICH OFFSET_WINDOWID OFFSET_X OFFSET_Y' 	poolDictionaries: '' 	category: 'OSWindow-SDL2-Bindings'","SDL_MouseButtonEvent class 	instanceVariableNames: ''"
GLMPhlowTableBrick,"GLMPhlowListBrick subclass: #GLMPhlowTableBrick 	instanceVariableNames: 'transformedEntity columns' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'Glamour-Morphic-Brick-Widgets-Phlow'","GLMPhlowTableBrick class 	instanceVariableNames: ''"
LiteralVariable,"Association subclass: #LiteralVariable 	instanceVariableNames: '' 	classVariableNames: 'Properties' 	poolDictionaries: '' 	category: 'Slot-Variables'","LiteralVariable class 	instanceVariableNames: ''"
GLMMorphicTabulatorRenderer,"GLMMorphicBrowserRenderer subclass: #GLMMorphicTabulatorRenderer 	instanceVariableNames: '' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'Glamour-Morphic-Renderer'","GLMMorphicTabulatorRenderer class 	instanceVariableNames: ''"
MailMessage,"Object subclass: #MailMessage 	instanceVariableNames: 'text body fields parts' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'Network-Mail'","MailMessage class 	instanceVariableNames: ''"
SugsDiffModelContext,"SugsAbstractContext subclass: #SugsDiffModelContext 	instanceVariableNames: '' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'SmartSuggestions'","SugsDiffModelContext class 	instanceVariableNames: ''"
KMKeyCombination,"Object subclass: #KMKeyCombination 	instanceVariableNames: '' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'Keymapping-KeyCombinations'","KMKeyCombination class 	instanceVariableNames: ''"
EyeTreeInspector,"EyeAbstractInspector subclass: #EyeTreeInspector 	instanceVariableNames: 'tree' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'Spec-Inspector'","EyeTreeInspector class 	instanceVariableNames: ''"
MCMergeRecord,"Object subclass: #MCMergeRecord 	instanceVariableNames: 'version packageSnapshot ancestorInfo ancestorSnapshot imagePatch mergePatch' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'Monticello-Versioning'","MCMergeRecord class 	instanceVariableNames: ''"
RBSplitCascadeRefactoring,"RBMethodRefactoring subclass: #RBSplitCascadeRefactoring 	instanceVariableNames: 'selector selectedInterval parseTree cascadeNode beforeNodes afterNodes ancestorNode' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'Refactoring-Core-Refactorings'","RBSplitCascadeRefactoring class 	instanceVariableNames: ''"
FLFixedObjectCluster,"FLPointerObjectCluster subclass: #FLFixedObjectCluster 	instanceVariableNames: '' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'Fuel-Clusters'","FLFixedObjectCluster class 	instanceVariableNames: ''"
IceLibgitCommitWalk,"IceAbstractCommitWalk subclass: #IceLibgitCommitWalk 	instanceVariableNames: 'revwalk lgitRepository' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'Iceberg-Libgit'","IceLibgitCommitWalk class 	instanceVariableNames: ''"
FLFuelCommandLineHandler,"CommandLineHandler subclass: #FLFuelCommandLineHandler 	instanceVariableNames: 'files' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'FuelCommandLineHandler'","FLFuelCommandLineHandler class 	instanceVariableNames: ''"
SelectBrowser,"ComposableModel subclass: #SelectBrowser 	instanceVariableNames: 'toSelectModel selectedModel addButtonModel addAllButtonModel removeButtonModel removeAllButtonModel nextButtonModel' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'Tool-CriticBrowser'","SelectBrowser class 	instanceVariableNames: ''"
PluggableTextMorph,"ScrollPane subclass: #PluggableTextMorph 	instanceVariableNames: 'textMorph getTextSelector setTextSelector getSelectionSelector hasUnacceptedEdits askBeforeDiscardingEdits selectionInterval hasEditingConflicts acceptAction getColorSelector unstyledAcceptText styler autoAccept enabled getEnabledSelector highlights acceptOnFocusChange selectionColor alwaysAccept changedAction doubleClickSelector setSelectionSelector' 	classVariableNames: 'ShowTextEditingState StylingClass' 	poolDictionaries: '' 	category: 'Morphic-Widgets-Pluggable'","PluggableTextMorph class 	instanceVariableNames: ''"
RBCompositeRefactoryChange,"RBRefactoryChange subclass: #RBCompositeRefactoryChange 	instanceVariableNames: 'changes' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'Refactoring-Changes'","RBCompositeRefactoryChange class 	instanceVariableNames: ''"
FTColumn,"Object subclass: #FTColumn 	instanceVariableNames: 'id width' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'Morphic-Widgets-FastTable'","FTColumn class 	instanceVariableNames: ''"
ImageModel,"AbstractWidgetModel subclass: #ImageModel 	instanceVariableNames: 'imageHolder action actionHolder autoScaleHolder' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'Spec-Core-Widgets'","ImageModel class 	instanceVariableNames: ''"
RubSelectionChanged,"RubMorphAnnouncement subclass: #RubSelectionChanged 	instanceVariableNames: 'previousMarkBlock previousPointBlock' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'Rubric-Editing-Announcements'","RubSelectionChanged class 	instanceVariableNames: ''"
OCASTTranslatorTest,"TestCase subclass: #OCASTTranslatorTest 	instanceVariableNames: '' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'OpalCompiler-Tests-AST'","OCASTTranslatorTest class 	instanceVariableNames: ''"
MetacelloProjectSpec,"MetacelloSpec subclass: #MetacelloProjectSpec 	instanceVariableNames: 'name className versionString operator loads preLoadDoIt postLoadDoIt' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'Metacello-Core-Specs'","MetacelloProjectSpec class 	instanceVariableNames: ''"
TimeMeasuringTest,"TestCase subclass: #TimeMeasuringTest 	instanceVariableNames: 'realTime shouldProfile' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'Tests-Traits'","TimeMeasuringTest class 	instanceVariableNames: ''"
FFIConstantHandleType,"FFIExternalReferenceType subclass: #FFIConstantHandleType 	instanceVariableNames: '' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'UnifiedFFI-Types'","FFIConstantHandleType class 	instanceVariableNames: ''"
GTSpotterRecorderEvent,"Object subclass: #GTSpotterRecorderEvent 	instanceVariableNames: 'timestamp info' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'GT-Spotter-EventRecorder-Events'","GTSpotterRecorderEvent class 	instanceVariableNames: ''"
SugsBreakpointSuggestion,"SugsSuggestion subclass: #SugsBreakpointSuggestion 	instanceVariableNames: '' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'SmartSuggestions-Suggestion'","SugsBreakpointSuggestion class 	instanceVariableNames: ''"
UnixClipboard,"Clipboard subclass: #UnixClipboard 	instanceVariableNames: '' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'System-Clipboard'","UnixClipboard class 	instanceVariableNames: ''"
SDL_SysWMinfo_WaylandInfo,"SDL2Structure subclass: #SDL_SysWMinfo_WaylandInfo 	instanceVariableNames: '' 	classVariableNames: 'OFFSET_DISPLAY OFFSET_SHELL_SURFACE OFFSET_SURFACE' 	poolDictionaries: '' 	category: 'OSWindow-SDL2-Bindings'","SDL_SysWMinfo_WaylandInfo class 	instanceVariableNames: ''"
PackageRemotesManager,"ComposableModel subclass: #PackageRemotesManager 	instanceVariableNames: 'packages remotes silent' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'Komitter-Support'","PackageRemotesManager class 	instanceVariableNames: ''"
TTLAssociation,"Association subclass: #TTLAssociation 	instanceVariableNames: 'timestamp' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'System-Caching'","TTLAssociation class 	instanceVariableNames: ''"
MetacelloErrorInProjectConstructionNotification,"Notification subclass: #MetacelloErrorInProjectConstructionNotification 	instanceVariableNames: 'versionString exception' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'Metacello-Core-Exceptions-Notifications'","MetacelloErrorInProjectConstructionNotification class 	instanceVariableNames: ''"
FixedFaceFont,"AbstractFont subclass: #FixedFaceFont 	instanceVariableNames: 'baseFont substitutionCharacter displaySelector' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'Graphics-Fonts'","FixedFaceFont class 	instanceVariableNames: ''"
FreeTypeCacheEntry,"Link subclass: #FreeTypeCacheEntry 	instanceVariableNames: 'font charCode type object previousLink' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'FreeType-Cache'","FreeTypeCacheEntry class 	instanceVariableNames: ''"
SmalltalkEditingState,"EditingState subclass: #SmalltalkEditingState 	instanceVariableNames: 'selectorChooser' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'Text-Edition'","SmalltalkEditingState class 	instanceVariableNames: ''"
ClassReorganized,"ClassAnnouncement subclass: #ClassReorganized 	instanceVariableNames: 'classReorganized' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'System-Announcements-System-Classes'","ClassReorganized class 	instanceVariableNames: ''"
FreeTypeFileInfo,"FreeTypeFileInfoAbstract subclass: #FreeTypeFileInfo 	instanceVariableNames: 'absoluteOrRelativePath absolutePath locationType modificationTime fileSize' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'FreeType-FontManager'","FreeTypeFileInfo class 	instanceVariableNames: ''"
CallbackForARM32,"Callback subclass: #CallbackForARM32 	instanceVariableNames: '' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'Alien-Core'","CallbackForARM32 class 	instanceVariableNames: ''"
EmbeddedMenuMorph,"MenuMorph subclass: #EmbeddedMenuMorph 	instanceVariableNames: '' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'Morphic-Base-Menus'","EmbeddedMenuMorph class 	instanceVariableNames: ''"
FTRegexFilter,"FTFilter subclass: #FTRegexFilter 	instanceVariableNames: 'regex' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'Morphic-Widgets-FastTable-Functions'","FTRegexFilter class 	instanceVariableNames: ''"
MetacelloStackCacheNotification,"Notification subclass: #MetacelloStackCacheNotification 	instanceVariableNames: '' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'Metacello-Core-Exceptions-Notifications'","MetacelloStackCacheNotification class 	instanceVariableNames: ''"
NumberParsingTest,"TestCase subclass: #NumberParsingTest 	instanceVariableNames: '' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'AST-Tests-Core'","NumberParsingTest class 	instanceVariableNames: ''"
MouseClickState,"Object subclass: #MouseClickState 	instanceVariableNames: 'clickClient clickState firstClickDown firstClickUp firstClickTime clickSelector dblClickSelector dblClickTime dblClickTimeoutSelector dragSelector dragThreshold localStamp' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'Morphic-Base-ProgressBar'","MouseClickState class 	instanceVariableNames: ''"
FTFilterFunctionWithAction,"FTFilterFunction subclass: #FTFilterFunctionWithAction 	instanceVariableNames: 'actionButton actionBlock' 	classVariableNames: '' 	poolDictionaries: '' 	category: 'Morphic-Widgets-FastTable-Functions'","FTFilterFunctionWithAction class 	instanceVariableNames: ''"
